text,label
"""ساعه ان كلاين النسائيةالسعر مؤقت من امازونhttps://t.co/GCjKAXW0aE https://t.co/4TGY2hkUli""",1
"""أوباما يلتقي مجلس الأمن القومي الأمريكي لبحث القضية السورية: العهد نت يلتقي الرئيس الأميركي باراك أوباما اليو... https://t.co/5pIeNPP9gO""",1
"""هاتف Nokia D1C يظهر على AnTuTu بنظام أندرويد 7.0 https://t.co/VejtyY66af https://t.co/xwsJantyVP""",1
"""RT @Wesal_TV: #أردوغان لـ ""حيدر العبادي"" : الجيش التركي لن يتلقى أوامر منك فألزم حدك ، وأنت لست بمستواي ولست ندي وصراخك في #العراق ليس مهما…""",0
"""RT @ajmubasher: #أوباما : إهانة #ترامب للمسلمين والأقليات مرفوضة تماما""",1
"""إسرائيل في أفريقيا  https://t.co/6k1gwx5Jnu""",1
"""مسح سجل البحث داخل متجر Google Play https://t.co/s7BDUACi4e#جوجل #Google https://t.co/F40LDhkNbr""",1
"""هذا ليس بان كي مون…… بل…… بوكيمون اللعبة https://t.co/8EGzEzITav""",1
"""RT @majedayoub: حكم إفراد عاشوراء بالصيام : قال شيخ الإسلام : صيام يوم عاشوراء كفّارة سنة ولا يكره إفراده بالصوم.. الفتاوى الكبرى""",1
"""RT @youm7: #مصر | مصادر: وفد مصرى رفيع المستوى يزور #السعودية الأيام القليلة المقبلةhttps://t.co/vH69NxY1CI https://t.co/ufGp5SeCSX""",1
"""RT @12soondos: #قوتنا_فى_وحدتنا تواجه بلادنا موجات خطرة ومتعددة في وقت إنشغالنا بحربنا ضد الحوثيين وحربنا ضد الارهاب فلنكن قوة موحدة ضدها…""",2
"""RT @al_tagreer: هل تغير إيران من سياسات تعاملها مع السعودية؟https://t.co/tgQbfq0nMLالرابط البديل :https://t.co/KbRifMgqaA https://t.co/D…""",1
"""RT @alhurrafreehour: المحللة السياسية الروسية إيلينا سوبونينا: خطاب #أردوغان غريب ويعكس طبيعته الأوتوقراطية https://t.co/ixqd6nVvSw""",0
"""الكشف عن شبكة برمجية خبيثة تتلقى الأوامرعبر #تويتر التفاصيل مع #نايلةالصليبي https://t.co/lngKUQM5Vu via @MC_Doualiya #TWITOOR #ANDROID""",0
"""RT @IranObs_ar: #المرصد_الايراني#تقارير | صور مريم رجوي في إيران تثير غضب السلطات الحكومية""ترجمة خاصة""https://t.co/fPqSHRZJhn""",0
"""لا اله الا الله💜#أيفون_البروفيسور https://t.co/mKQFUkOWvN""",1
"""أبل: «جنوب عبدالله المبارك» تسلمته «السكنية» في 31 يوليو الماضي: قال وزير الدولة لشؤون الإسكان ياسر أبل إن مو... https://t.co/vxiQOfkl9n""",1
"""RT @AFPar: الوكالة اليهودية تعلن وصول دفعة من المهاجرين الإثيوبيين إلى #إسرائيل#افب #يهود #فلسطينhttps://t.co/UVUPVh9GMC""",1
"""RT @AJArabic: شاهد | #أردوغان للعبادي: أنت لست من مستواي ولا من قيمتي.. الزم حدودك! https://t.co/M0cDfZjnio""",0
"""اخبار قناة الآن/ عشرات القتلى في غارات روسية ب #حلب  - عبر نبض @NabdApp https://t.co/4t09AVZQXi""",0
"""RT @heekmmm: اردوغان ليس عربي لكن وقف كمسلم يناصر العرب ومواقفه مشرفة أكثر من بعض  حثالات العرب!#مصر_تصوت_لصالح_المشروع_الروسيhttps://t…""",1
"""#اليمنية| وزيرا نفط #إيران و #العراق لن يحضرا محادثات #إسطنبولhttps://t.co/uZYzzYj33R https://t.co/FJvjuFGTBA""",1
"""RT @Dr_Magid1987: حرس المرشح الامريكي الجديد يمزقون العلم العراقي اثناء تجمع مؤيدين للرئيس القادم (دونالد ترامب).. https://t.co/66xtWne5X9""",0
"""ليوناردو دي كابريو يلتقي أوباما لنقاش قضايا المناخ https://t.co/798ouUsCAP https://t.co/xSJ7x8gUFN""",1
"""@sadoon72 تجربتي من الشراء من امازون البريطاني مقارنة بالامريكي اقل ب ٢٠ الى ٣٠٪لنفس السلع""",2
"""RT @khalidAlsubaie9: سؤال يحتاج إلى جواب..#مصر تغلق مسجد الحسين امام الرافضة لإحياء #عاشوراء..#تركيا وأردوغان تسمح للرافضة بإحياء عاشوراء…""",1
"""كيف يمكن أن تتدخل الولايات المتحدة والاتحاد الأوروبي في صفقة الغاز بين ⁧#الأردن⁩ و ⁧#الاحتلال⁩ ؟من هنا : ⁦https://t.co/9H5dMOl7Z9⁩""",0
"""RT @general_shadi: بدء عرض الصفحات المسرعة #AMP على نتائج بحث #جوجل بشكل عام#الاخبار_التقنيةhttps://t.co/EVcrOVsWYQ https://t.co/zRgAc3…""",2
"""@sinbadyamen @BlueSam2011 @UNRadioArabic هذامصيركم ياحوثي القوات السعودية تحبط هجوماً على جبل الدود وتقتل 50 حوثياًhttps://t.co/rPG83GirPq""",0
"""إيران: الإصلاحيون والمحافظون يتعايرون بـ «غرين كارد» https://t.co/cxbUzqFJrV https://t.co/HuKeaGbAD2""",0
"""بالصور شركة جوجل تمنح أحد موظفيها إجازة أسبوع بعد رسالة مؤثرة من طفلتهhttps://t.co/7OHiJ7SzLQ""",2
"""@NamshiDotCom وساطه أمازون ايبي""",1
"""@FatimM14 @ELAdlMedhat كلام جميل يافاطمةلكن في الواقعلماذا يقوم الشيعة بالتنكيل بأهل السنة بالعراق على أساس طائفيhttps://t.co/aR3G09w0eT""",0
"""RT @A822822A: معكم الملاكم المهاجر العراقي : أبوحمزه♦️♦️نعم قال الحق الذي لايروق للخونه.!!#العراق #بغداد #البصره #النجف #كربلاء #البحرين…""",0
"""RT @AhmedMosha4: قال بوكيمون قال https://t.co/h0BuIBwwRd""",1
"""RT @ajmubasher: الآن .. كلمة للرئيس الأمريكي باراك #أوباما أمام حشد من مؤيدي هيلاري #كلينتون مرشحة الحزب الديمقراطي في انتخابات الرئاسة الأ…""",1
"""RT @zozoiraqoan: مفتي مصر علي جمعة: #اردوغان قرد مضحك   #erdogan_is_isis https://t.co/Gk3QKUhLv2""",0
"""@MtoterG ههههداعش لا تمثل الاسلامويزيد لايمثل السنة.الحقيقة أنه ليس هناك سنة ولا شيعةالحقيقة هناك خلاف سياسي تم اختلاق غطاء ديني له""",0
"""قريتها جستن بيبر🙂 https://t.co/nbiFpegj2k""",1
"""RT @alsrkhyalhasany: #الصرخي_يكشف_زيف_المدلسينانحرف السنة والشيعة بسبب داعش والسيستانيمقتبس من بحث (السيستاني ما قبل المهد الى ما بعد الل…""",0
"""ICQ على أندرويد يحصل على ميزة ردود الأفعال في القصص https://t.co/TybWbqxcfu https://t.co/b0q7An3htY""",2
"""@A_AbdAl3ziz @CleopatraPhVII @MustafaBaydoun @Nayefalthany1 @AlaaSamsung89 نسينا يوم الخسيسي يلحق اوباما وما سلم عليه مصر اكبر من الخسيسي""",0
"""#التحرير | #واشنطن : بدأنا مراجعة برامج المساعدات لـ #السعوديةhttps://t.co/W4RLBUfCGn#tahrirnews https://t.co/SVnRH2LdFG""",0
"""@AsmaKIDL https://t.co/opKPFsbi3s  هذا رابط لموقع امازون وفيه الدواء""",1
"""هيلارى كلينتون: نظام بشار الأسد يرتكب إبادة جماعية والوضع السورى كارثى: تلقت المرشحة الديمقراطية الأمريكية هي...... https://t.co/lsg9ADPSrc""",0
"""RT @abo_naasseerr: #اهل_الذوق_للدعم#قروب_جنون_للدعم#عبير_للدعم  ياراقدا والفجر ينتحب الدمع من عينيه ينسكب ألم تسمع الأنباءَ عن حلبٍ ؟د…""",0
"""6 خصائص ستحبها وتكرهها في هاتف أيفون 6 https://t.co/NSpKLVIn7H""",1
"""أردوغان بسياسته الغبيه بات يسقط كورق الدومينو.... #العبادي_يمثل_العراق""",0
"""#أوباما يعلن حالة الطوارئ في #ساوث_كارولاينا بسبب الإعصار #ماثيو https://t.co/EvhqP8TEor https://t.co/4up4aDj5RV""",1
"""الممثل الاستثنائي روبرت دينيرو بأسلوبه الخاص يغسل شراع دونالد ترامبhttps://t.co/yuXbkE461Y""",1
"""RT @emad_AlMudaifer: #السعودية تمتلك ترسانة وسائل للرد على ""#جاستا""  عبر @AlArabiya ـ https://t.co/JoHrdSz6Ix https://t.co/O5aUUpKIvi""",1
"""RT @dr_zayedalamri: #العراق١. الرئيس العبادي يقول ان التهديدالتركي للعراق تهديداً للامن القومي وكانه يستنجد بالعرب لان الامن العراقي وطني…""",0
"""استمرار التعزيزات العسكرية بالوصول لمحيط الموصل لتحريرها من داعش  #ولاية_الفلوجة  https://t.co/tZwsrvYjcF )""",1
"""RT @TheBaghdadPost: #نزار_السامرائي: مرتزقة #إيران القتلة في #سوريا و #العراق و #اليمن ليسوا أسرى حربhttps://t.co/f8ZNBcDWau#بغداد_بوست h…""",0
"""RT @IranObs_ar: #المرصد_الايراني#حقوق_وحريات | تسجيل 5200 ملف إغتصاب للمحارم في إيران""ترجمة خاصة""https://t.co/vETYBndix9""",0
"""@ExploadingGameZ @jawadoh_23 اممم كيذا لغتك لاعبة فيك ، ياطبل طبل ولا تنتقد وليه لان صوني عربت لنا اي كلام ويبي مترجم جوجل""",1
"""RT @skynewsarabia: إصابة جنديين فرنسيين في انفجار طائرة بدون طيار بـ #العراقhttps://t.co/xwpQVgOGne https://t.co/ZhLhFhW1zI""",0
"""#توران يُعلن رفض برشلونة 50 مليون يورو من الصين للتخلي عنهhttps://t.co/esxlaHOmex@almaghribtoday""",1
"""RT @ashraaf_alsaad: لقاء القمة بين روسيا وتركيا #اردوغان موقف تركيا تجاه #سوريا متناغم مع روسيا لكن #مصر لما رفعت ايدها امس تبقى خاينةht…""",1
"""RT @EddeRoger: دونالد #ترمب حقق هدفه بالعودة من أسبوع صعب ومصيري قوياً!مرشح يقود تياراً،له مصداقيته لتحقيق #التغيير الذي تاقت إليه #أميرك…""",2
"""RT @IranObs_ar: #المرصد_الايراني#الأخبار | صحافي أمريكي يرفع دعوى قضائية ضد إيران""ترجمة خاصة""https://t.co/WigtBAv9b0""",0
"""إسرائيل احتلت الجوﻻن و عينت جيش و ثوار موظفين في دمشق و غوطتها إسرائيل لا تقصد حافظ اﻷسد و بشار اﻹبن في حماية إسرائيل تريد علمانية و تغلب""",0
"""RT @mohmed_hader: طب حضرتك في بوكيمون جوا ممكن ادخل امسكه؟لو راجل ادخل خده 😂😂........ https://t.co/BS8Yp0WYWk""",1
"""RT @zil3__: @M___G3 💔👌خوي السعد وافي وانا للخوي معكاز وانا محزمه كان الزمن عقد احجاجه #نبض_العراق🍃اخوي الغالي عازف ربي يطول ب عمره..👌…""",2
"""محد مصبر هموم الناس غير إيجابية كاتي پيري!!يمعود ولا جستن بيبر""",1
"""قناة الشرعية : في عمق الحدث تقديم الاعلامي / عمر المرشد https://t.co/P4kMiRxqlU … #الحوثيين #ايران #Iran #حزب_الله #yemen #عدن #العراق""",1
"""RT @AlArabiya_spt: أهلي جدة يواجه برشلونة بكامل نجومه في قطر https://t.co/hYEmDmi9ed""",1
"""اخبار برشلونة اليوم Monday 10/10/2016 : بيكيه يثير الجدل مجدداً بسبب قميصه “الكتلوني” https://t.co/ltIoxibRng""",1
"""مساوئ العمل في جوجل https://t.co/kWeDxUdGAo #الدولة_الاسلامية #وكالة_أعماق""",0
"""RT @alkhaleejelarab: د. محمود رفعت: قرار السعودية وقف امدادات مصر بالمساعدات البترولية يؤكد أنها خسرت رهانها على السيسيhttps://t.co/6canoZ…""",0
"""RT @SAIFALISLAM_94: هذا الدمية له سنين ماغير يعبر عن قلقه هالحين طلع له لسان !.كل يوم مجزرة في حلب والحين عشان حادثة القاعة جا يستعرض انس…""",0
"""RT @kawalissegate: ""بيونسيه"" تشارك جمهورها بصورة لدوميتها -  https://t.co/8w4vd94kPL https://t.co/bibvR26YGE""",1
"""@q8_466 @_i626 ههههههههه ترا مو جستن بيبر تصورينهااا بالافنيوووو ههههههه 😻😻🙀🙀😽😻😻😻😻😻🔐🔐""",1
"""صراع مرتقب بين برشلونة ويوفنتوس https://t.co/qGUA6B2Kxf""",1
"""إيقاف استقبال المكالمات لفترة معينة علي iOS https://t.co/s7BDUAkHcG#iOS10TH #ايفون٧ https://t.co/5WaNuUUDvn""",0
"""لعبة #بوكيمون_جو تحصل على تحديثات جديدة#الاخبار_التقنيةhttps://t.co/rkcI7j1ujt https://t.co/WDKy6plGsI""",1
"""@Gio_Q8 @Mr_Som3a4اشوف ان #بوكيمون_3ds افضل لان الهاشتاق اللي ذكرته مستخدم من قبل""",1
"""مشاهير || باراك أوباما يشجع إبنتيه على الإلتحاق بالجيش:  صرح الرئيس باراك أوباما Barack Obama  يوم الأربعاء ... https://t.co/JW4mpMoIkJ""",2
"""RT @AlArabiya_KSA: المعارضة السورية تنفي للعربية.نت حصولها على دفاعات جوية https://t.co/IJFuDuTyOw #العربية""",1
"""على خطى أيفون.. هواتف أندرويد قد تخلو من منفذ سماعات الرأس https://t.co/LHy2Aw4fid https://t.co/OXW5jvMoIL""",0
"""RT @AlkhaleejOnline: بعيداً عن العرب.. ""#إسرائيل"" و #السلطة_الفلسطينية تتواصلان سراً في #لندنhttps://t.co/wu4bpM8hNF https://t.co/4ens9MB…""",1
"""@nadiem_suliman بكرا يقتلوني في صراع بوكيمون وتتمنى انك ما زعلتني""",1
"""RT @9min1: بوكيمون ايه يا جدعان الى هاقوم ادور عليه. خخخ دنا مكسل أقوم اشرب بقالى ساعه وعمال ابلع ف ريقى واقنع نفسي انى شربت ... 😃😂""",0
"""RT @SaudiAndroid: مثلاً قبل سنه تقريباً يوم فازت سامسونج بحكم حظر اجهزة آبل في أمريكا بقرار من وزارة التجارة .. انتفض أوباما بسرعة لإستخدام…""",0
"""إذا كُنت تقضي ساعات طويلة على الحاسوب لديك فرصة للعمل مع جوجل بغض النظر عن درجاتك الدراسية""",2
"""لأول مرة.. شقيقة بيونسيه تتصدر قائمة بيلبورد الأميركيةhttps://t.co/eL6wNbRZQL#فن https://t.co/mgvingnQHA""",2
