text,label
ربي يفذلهلك مشلح عليكم,2
والله بكاني,0
إحشمو خريتو فيه بالحكيت إتفه,0
أنا معك سليم ونشالله اتكون فالمستوى متعملش كيف لقرن,2
بش تربح جمهور لفريقي في لحياة سياسية لزمك تعرف توافق بن نجاحك رياضي ونجاحك سياسي إلي تجسد مشرعك إتنموية إلي لازمها متكونش كن فال عاصمة ميس فال مناطق ال كل خاطر إنس لتحبك وتساندك مش كن فال عاصمة,2
فرخ شكون,0
هاذم راهم سوسة ال سا دنك يتنحو خير موز مزالي زعزع عماد رياحي ات رؤوف بن سمير,0
برافو سليم مهما كن هو كفه خلهرلي يرجع وخادم وداروا به برشا جوعا وزيد شكون هل نظيف فهلبلد ونة أي لوف يو,2
برنامج زبور حواشي,2
مبروك انشالله طلع خير,2
ملللااا ريوووو,2
مرسي ات نص أوصي أمنت ال الجيرية بيكب نص سمث دس فرارس,2
ملة قطوس,2
عندها حق سي ن لعباد إلي خدموا معها ميخلسوش و هي تعدي عمرها ف حبس و أمها تمرض على خطرها بش قناة ال حوار ترضى عليها و تعدي مسلسل ال صالحها,2
حمدلله ربي إظهر الحق,2
يا ميمتي رمزي ميتعدش جملة التف,0
أنا نحب ولادو يتفرجو فيه,0
مرسي أما شنوا عملتو في حكايات سهيل برضي و أنيس بسعدي على خاطر كلوب مازال نقصها مدافع أيمن و اتقنت كما أحمد لعكايشي ولا شرمة و بفت أخر في قيمة كلوب و حاجة أخر منسوش هند و بسكات لازمهم ملعبي اخرين,0
باسم إلي تحكو عليه كيف يبدا يعلق على برتي فيها ال سا عمرها ما تربح و زيدو ثبتوا و سليم غلط جي اطيش في فلوسو ال عباد ما ترتحصش تي بعد ما ترجلت أمور ال جمعية و رجعوا يخافوا من و يحلم بنا ولت تلوجوا على باسم وين كن باسم متاعكم قبل و شعمل لل جمعية ترى هت حاسبوني ولا حب ال جمعية و ولد ال جعية كلام و برى سيبكم ملغى هذي و خلو ارجل يخدم على روحوا,0
ي حاجة واو ي أختي,2
هذا عمل كيف اكة المثل ل يقول خانتها ذراعها قالت مسحورة,0
سليم فك هههه,0
ايكاهو إلي احب اشد مش بش احسن ال بلد ولا اندو بت باهي إلي هذا اندو ولدو حرق بش ارجعوا لل بلد ولي خوه في ال حبس بش اخرجوا ولي بش اشد بش يشمت في غيروا مش اهت ال يد في ال يد و يخدموا بلادهم,0
برافو لولاد سليم رياحي اى منت دبس حمدي مدب دنس ل فتي فتز د ميلور برسدنت د كلوب كنتنوذ اى فتز بر نتر شر برسدنت سليم رياحي ووو فيسبوك كوم كستينس ٥٥٧٢٤٨٩٦٤٣٠٣٩٥٣,2
برافو ك إست س كي ديت فيري ارجال مش انبرى إلي ديمة شادين المنابر و نبرو,2
فن من الجيرية برافووو,2
لو كان فعلاً أساء إلى صيد ال خلق ف إنه يستحق القاتل,0
سايب جمعية ريضة معك رنا كرهنا لكرة ولينا حتى كنخسرو طرح معادش نحسه جملة ماك خذيت بيك و شديت كرسي باهي فال بلد هذي كف خالصين و مزنة نسلك رهو,0
إلف رحمة عليه,2
سنفرة ديمة مبدع نحبك,2
يسمع بابلو اسكوبار ي,2
فري كلاي,2
جيم لل بجه لوليد سفب,2
تونس في حاجة رجل ميسرصش لبلاد و يخمم في لص جونس و هو رجل شبعان و لبس عليه و جون,0
لا لرحيل منتصر,0
الله يرحمو و انعموا,2
تو تعيا و إنت تقبضه ترجي يا دولة و ديمة حمدي لمدب يبقى كبير عليك,0
تونس ما يحكمها كان واحد وجفت وقفت راجل,2
بله الهلهلناا به هذا يا سليم جماعة معادش حاشمين علا روحهوم,0
سنفراا ط امو,2
بن شانس سلومة,2
ق إست س ق أون بيت اطر فدنص نص دسكورس ات ل كونتريري دنس نتر اكشن ات سي أون سي مطية طس أو ترفيلس أو يزن من ال بلا بلا أوتبهبر اخدم أولى شد دارك أونهسبك زادة أو كان عجبك هذي تونس إنس ال كل حتى بورقيبة إهسبكم فال جبار أو قدم ربي,0
ممست ذوق أمك,0
براس أمك حشت بيك,2
أهل جمعية سا,2
سكسي واو سترونغ,2
تنكت في راسي و راك حشت ال جماعة ال باك يل كاس أهههة بج أب,0
شنتفرجو الى كثرتهم,2
سا ديمة كلاس,2
أببب أبب يطلع من طاهر,2
برافو سليم بر ست ربنس يا خويا بردلي على غلب,2
انتي انسان فشل و نكرة او لنتخابات لجي مش بش يتمفتلك حتى هاد خاطرك كذب,0
سنفرة حبينا نشوفوك مع ربور حلوة,2
كل عام أو إنت هي إبخير اى تي ات اى توت طس فملس انشالله ٢٠١٣ مبروك أعلينا أو علي أمة محمد ال كل أو علي جمعيتنا ل كلوب افريكان ات مرسي,2
استفد من ثورة البروطة,2
أعز رجل في تونس سليم رياحي,2
تحكي بجدك طيشة روحك,0
مامي بلدي يا عزوة تفوه عليك يا قرنب وجه ترمى كلاي سيدك يا عزوزة,0
غدوة كن بش تصير كارثة في رادس بسبق إنت سوحلية كي يحبو يحتفل يمشيو لسوسة خاطر رادس متعكلب و ترجي هما يستقبل فيه إما كن إنت تحب تسلحوثعك مع سوحلية سايب جمعية و برى,0
حاتم تحسو صوغ من يحكي نقلك حاجة,0
ضهرلي أمك عندها انتم,0
سي سليم نسيت في المقدم ال صلبوني لول,0
السبسي هو لقتل,0
إن هاني نقولك هذا مهوش كلوبيست و نبهك ال حاجة إلي أقوى ركرتمنت عملتو ل كلوب سنه لا جبو لا 4irouu هو باسم مهري خطر نظيف و يحب جمعية ب قلب و رب و رد بالك to4let هل 4alta عيش 5ouyaaaaaaaaaaa,0
ج ت أم بيكب غادة ط إس تراث تلنتوس,2
بلحي كن عندك شوية كرامة ابعد علينا وبعد لقلب ماهيش لعبة بن يديك وجماعتك المسخين واحترام روحك محشتنش بيك شعيرة لحظتها للهاوية,0
برافو سلومة ديمة متاعبهم,2
بلهي شكون يتفكر ال أبلكاسيون ل تجد بها تصور ل حكت عليها لمرة لخرا,1
بله يا سي سليم شوفنا حكيت ال ماتش سمعت بش يعدوه عل ارثية,2
رجع منتصر,1
تربح ريسبيكت ب خدمتك مش ب سبن لعباد و سيد ل تسب فيه مازال موضوع مش واضح أما ال واضح كون عندو بر كرس قد عمرك لكل أرزن,0
صبح نور,2
hhhhhhhhhhhhhhh كثر إلهام يضحك,0
برافو سي سليم و كلنا ثقة فيك و معك أحلى شلبوق للحليب و بنور,2
أكبر منافق في تونس,0
محلاها ال مديم كان جيت محيش معرسا راني عرثية بيها,2
برى زمر إنت وياه,0
طرد علينا ال بنزرتي وفت مدحت,0
تي برعسبة عرسج,0
بنسبة للمدرب ضاهرة لحكاية ميجي لن لومير هوكا أفلام او برى يعملو فيهم او ربى عده أصبح من ذنب او ملش مهوش بش اخلوه توا اتشوف أي اكب متلقش مدرب أتخمم في لومير أي باهي ج مدرب ومبعد يهبط سمير أسلمي وريحي او ميلاد اكور في بلاصة الرقيعي ات أجبلي ات بن مسعود,0
ربي إمعاك سي سليم طس من ريسبيكت,2
سي سليم فوس اتس طرب فرط,2
أصيل طول عمرك أصيل,2
حب نفهم نتم تو دخلت لحبس أما بيرم يحلم بلحكم ولا مزال مسرش أدى كل,1
ربي يعينك,2
أووه مجرم,0
بلال غبي محمد أمين شابي ياسين شيخاوي سي سليم يتفرج ف جمعية فال فلي لول قالو نادي و قصر هلال مدررر,0
م جججلبب,2
دسلك بش معدش تجيب ال صحابي فال قلبت ي زبور ا زهروني,0
خسارتك فسدت,0
halou4a معادش توكل,0
زه 4real,2
سا سا سا سا سا فلسيتتينس برو,2
حدة إلي فالحين فيه تمنيك على بعضنا على أقل حاجة ربي يهدينا على بعضنا,0
بجر جمعية,2
ربي يشفي بون معلم لمعلمية يا سي سليم برشة عباد تحسبلك و يحصد عليك متخلهمش يحركوا منك شعرة كلنا معك ربي يخليك و فضلك والديك,2
الله يهلكهم إلي كن سبب او يهلك نداء تونس او مشروع تونس,0
تبت يعني,2
رجل أو كلف ارجل,2
إن لله و إن إليه راجعون,2
ربي يفذلهوليك محله,2
نكمك إنت وقطر,0
متع كليب زب,0
تي شبيكم ولينا نيكو تي ضاهرة لحكاية توا كن ج مصحح رو جنة شمدخل فدرسيون مليان ولو يتقوحب و يكذبوا من توا,0
كل عام و إنت هي بخير إن ١ رمضان مبارك و عيد ميلاد سعيد انشالله بصحة وال عافية أعادهم الله عليك بتوفيق و النجاح,2
رتم خشين خلاة ربي معك و نشله ديمة لقدم من فر من الغير,2
إن أول وحدة نتخبك على صلى مكش مش تسرقنا,2
الله أكبر الله يرحمه,2
شمعنها بس تكنس,2
سليم يا رحي للتوال و ترجي,1
انشالله يا بترون,2
سلومة شعب معك,2
بربي اكمل ارجعوا حقل فلوس لشعب والله صور بهم ال برنامج اهزهم مل غادي ال غادي,2
حتي انتي ي أيمن تجي رييس هه يزك,0
برافو صبري ات مرسي اى فوس سي سليم,2
شوية وقتت اصبر عليه قيس تو يتبدل سيستمك اى معلم تو ترجع تضعف كيف م كنت,0
يا كفن بربي حبيت في سبوتفي,2
نب نشوفك ديركت و نحكي معك,2
معروفين إلي يبدا ياسر لعبها مدين و يخفى ربي يطلع منافق و كذب ذي إلي حيكم ال بلد بعد ال ثورة,0
برافو محلاكم والله,2
بالله شوية تحكم فال مصاريف متع المسؤولين ال اسينس لص شوفورس اذو الم اديار مرسي,2
بابببببة ال ي اى بيكب د لهحسة دنس ست بجه بففففففف اش يهحبو هزان ال قفة بففففففف,0
سي سليم كن ما جت صفحتك باهية رنا منشي نتفاعل معها,2
صيبة لقلب أو أحسليت في لعبتهم,0
إنفيت مي ده دو,1
نقطة ورجع لسطر ملة حالة توخرو أترجع للحكاية من جديد,0
ثورة احنا عملناها قفرل ٢٠١٠,2
aaaaaaaaaaahhhh يا معلمم,2
في تواجد الباجي إلو عند حجرة اهذا إلي إحسب عهد افذل,0
برافو صاحبي l4oul,2
اماان يا سليم ترجي تشري ونتي تتفرج,0
واللهي كن جيت ا طبق فال كلام إلي تحكي فيه و خدمات ناس تحب لقلب ب قلب و رب رنا توا م إن أقوى لص اكبس فل ال أفريقي أما إنت تخدم في دريدي و ج سيس بس سيمون و حتى إلي قبلهم رهو م إن منتصر ونتي مشي,0
دموعي محبثش حتى لاخر حكاية تشي و دار ف لجل يا ربي نشله طنجة لعملية و يعيشوا ف هنا و سلام يا رب و كل مسلمين أنا رجلي انده اوبرشن تع لقلب دعلة ربي تنجهلة و ربي يشفيه نشله يا ربي أمين و جع سمعن,2
سليم رياحي أنا سولي لك هل التقيت ناس هذم أي فهمتهم انهم يموت على مريول جمعية أيلي ميحبش يكور يمشي على روح أي إلى خلصتهم منخر متحكي معاهم,0
ربي يسترنا مل كوارث إلي شدى لبلاد كلامك شح سي سليم,2
سنفور كن غنث وحدك خير,2
كل واحد يخلف لقانون يحرق روحو مسكينة تونس,0
تهنا جمهور القلية كلو معك,2
ههه لبس لبس أندي سئل تفرجت ف نورة تحلم و فهمتش ال اند,2
الله ير همهم,2
انشاالله ما إتكنش مناجاة لل مص متع لنتخابات يا سليم,2
سي سليم شوف ال أختي خدمة سنين ديمة,1
غنيا كي سرمكك,0
عنفين كنا حاجة تصلح برافو,2
ما فما حتى اربيتر ينجم يظلمنا دنك نلعبو كرة و نربحو متشوتنة كنا رجال و أخطانا من تدخلات سي رياحي يزي تفذت مشكلة لبلاي أف توا نتلهو بالكرة,0
ميس في تبرسق ما كانش عند كلمة حضروا رواحم و ما جيش,0
حمد مبروك,2
الجريان ٢٤ جولمة,0
ربي يسترك من لعين,2
نشل يكمل حنشي نطع صفاقس,2
٢ بهايم,0
احنا m3aaaaaaaaaaaaaaaaaak و إنت raisnaaaaaaaaaaaaaaaaaaaa,2
أهل بزبي ال معفنين الكل تلمت أي تشدوه و تشبع ظحك الكل ههههه أسم محواشي,0
بركة الله في طحنيك سي سلم,2
حلمي خميلي ههه ناوي يرجع برسمي,1
الله يرحمو كان مجاهد سر ترين,2
ربي اجيبكم في اصوب,2
أسامة حددي,2
إن تونسية ١٠٠ مانيش من جماعة قدافي يا ملطية رياحي ول بطولة فال حلم خطير مل لحرام ميثمرش و بربي معادش تبعثوا مسقط فيها سبن ملا نفي,0
اى بوي ربي يوصل ب سلم,2
إن غاذتني كن حاجة كفه خلو مفيدة وهذا او خرجوا,2
إنيدبتلكلب الكل ما يجوش غد صفقة لمساكني ههههه,0
خريت فيه,0
كلاي ي قول,2
بج ارتست جنجون,2
حييييي و مبعيد,2
واحد كلب احب على مذر,0
انشالله ربي فالوجود,2
تي برى نايك مكش عمل مزية على زبوبنا,0
ربي معك يا سليم و معنى و جمهور الأفيقي يا رب,2
حتى حق بولبيار قحبة قديمة,0
نشالله ديمة ناجح brø,2
الله يرحمو و يرحمنا احنا ففي سا,2
ايلكو ذي بعدكم,0
معك ربي يا رايس,2
سي سليم فوس اتس أن بترون ج ط صحية طس ل بنحور جثته ن بيس بس لص براس فما برشة احبوك و شوية ربي يهديهم ما يفهموش قيمتك,0
شنية سلومة تحشلك مع التونسية مو قلنالك ملول سايب عليك السرقة حرام ههه,0
سلم سنفرة,2
هههههة بله برى نايك,0
لمعلم كي يتكلم,2
ربي يحيك سي سلومة نشل عيدك مبروك,2
صباح ال خير و ربي معاك و مربوحة,2
وتنغ فر سالم مر فر تنبير أهههههة,0
كين برت أي ٦,1
برافو إنت علي حق و طول عمرك تحب الخير لناس الكل,2
أنا ما نحبش نجل إلي الرجل صادق والله لا أما كلمة حج فيه رجل و التوانسة يلزمهم المتراك ب صراحة احنا العرب ما نعرفوش معنى حرية زايد و كن جيت في بلاصتو نعمل أكتر من هكا ملة نسيبو الماء عل بصل,0
كلامك يأثر أما ميصنصش امشي تفرج في فيديو متع سيف حر كجة تو تلقى إتفسر ال كامل اسمو محكمة ال سسل ميديا و كل هذا إلي صار جرت رامي خرى اكة إلي يعيش في كندا إن ملول فيبالي جرت سامي و بكي قيرٍ منو خاطروا أول كرتور د كنتنه و كن رواه ال كمنت هذا نحب نطلب منهم يسمحيني ذلمذم و تعلمت إلي متظلم حد,0
بسكو بحري,0
بيان بيان waaaaaaaaaaaaaasel,2
hhhhhhhhhhhhhhhhh قوي برشة هل قزي,2
ربي معك يا سليم,2
أو بن علي,2
كلاي طبعا كلاي يا مالم زايد هو راب تعلموا,2
برافو جنجون,2
كلاي بج كريمة مامي بلدي,0
الله لا تبركلك حسبنا الله و نعمة لوكيل فيك,0
برافو فرم ألجريا,2
انشالله عيد مبروك علينا و عليك,2
صاحبي نتابع في مسكتك برج لي ياسر معلم,2
برافو سلومة بديت تتزرذ فال كورة كنتنه كم سا ات انشالله ت لص تترس في باب جديد,2
معلم بوحميد تمصسس عليه,2
عيدكم مبارك إنس ال كل و صيام مقبول انشالله,2
طط بززلك اكلي عرية لبرا ي قحبة,0
هذا احب عسوول و هو إفسد ف لفلوس هه راهي طيارة خاصة كذابا هههه استنى سكرة المتت هتو اتشوف حاجتة,0
عمرة مقبولة,2
ه عجبتني لص إنفنتس على أساس عملوا حاجة كبيرة كي عملوا هكك ن أس لكل تبقى تتفرج فالحوار كلعادة,0
جو وتفدليك,2
حبيبتي مبروك عليك تستاهلي لفرحة جات عليك ربي يحفضكم كاملين,2
ترجيعي طول عمركم تعيش,2
برافو مر ل برسدنت ففي سا,2
قداش كرهتكم وليت نتقزز منكم,0
الله يرحموا و ينعمو صدقني تقول تحكي علية نفس ال إحساس في عرسي سبحنالله ك ترو دور لص برنتس توا ١٥ أنس سبحنالله و ديمة على بالي الله يرحمهم هم سابقون و نحن لحصن هذاكة إلي يصبرنا انشالله بش نتلاقو في جنة يا رب,2
سانشز مش مدرب رغم ل سا تملك أحسن جورة في تونس إما لا طريقة لاعب لا خطط تكتيكية سمحة كان بقى سانشيز معنا ون نوصلو بش نخسرو في مغرب و بش ننسحب من ادور لويل في ربط لابطال لفريقيا,1
شكون كنهزر يتفرج على شوفلي هل,2
حمدله أليك ات بن رتر,2
طيحة روحك إلي إنت جبري,0
أي لوف سا,2
ربي يهدي لي علمهم يعملوا موسيقا,0
ال شعب حب يبدل و يغير احترموا إرادة ال شعب احترموا إختيار محسوب لوخرين اش بش يزودنا كن رباح منهم وحيد احترموا ال شعب,0
كم بر هسرد يحكي شكري بالعيد على محاولة إغتيال فال امسيٌ,2
ربي يهديك سي سليم بصراحة شي انطق إنت رايس إنت تحكم كلمة منك تمشي لموري خلي اناس إلي نجحت اثنى وهزت القاب إنت تعمل فمشروع ماكش تلعب فطرح كارت ارجل فعم جبلك تتر خليه يكمل وبعد حسبو بصراحة عيب إلي صاير ملمفرد راهي لجمعية توا تحضر لل عام اجي انتدابات وجونا باهي علاش حدة لكل,1
فما صحافي فدنيا يسال لايف بش طردني والله ل توا هذا كلام بربي او,0
صحة ربي اهنيكم,2
الله يرحمك سي فرحات حشد و يرحم كل ل ضحو لتونس بعمرنا مننسو شهد تونس,2
كل عام و إنت و شعبك ب إلف خير ففي سا,2
اخدم و ربي معك,2
لفريقي اتلتيكو ولي تشدو ت كف هه,2
أنا معك يا سامي و مع ال حوار ال تونسي و تو يرجعوا و أكثر منهم,2
كوترل ي اى قرنب,0
maaaaaaaaaaalem أو عفن على لههسة,0
ربي معك و إلي سبتهم ضجة عرفوا رواحهم أعبد تنبر و كلامك صحيح يلزم منتسرعوش فال انتدابات و نشالله ال أولوية لولاد جمعية بن شنسي و نشالله من حسن إلى أحسن بن كرجي ففى سا إن نحب لفريقي و متاكد إلي إنت تخدم ب غالب و رب و ضجة ماكش مقصر و إلي حبو لفريقي مسبكش هذوكم يا سي سليم ناس إلي تنبر أعليك و ع جمعية و جايبنهة احبوا لفريقي و ميسعذمش لفريق تنجح خاطر اكاك فما شكون اتيح بن شنس ففى سا,2
ربي يفرج عليه,2
قس برافو سليم بن كونتنوشن,2
جيروسالم صرمك و سرمهم ضاهر فيك تبع تطبيع,0
عيدك مبروك عدندك لا عيدهم عيد ل رمضانهم رمضان,0
أكبر سوكرجي وبزنس لطف ي ربي,0
لعزوزة ريحة تترشق من جنابها هههه,0
حمدلله إلي جنة ريس اقرب من وانشالله احنا اقرب منو ربي اوفق و اوفق تونس,2
هات أشكون يفهمك ي صاحبي,2
فيري نيس,2
توا وليت تتشرف بش تقبلوا بصحتك واله,0
ضربة معلم يا معلم ك b1,2
خرى فيه كي جي,0
سشلكوه بو لبير يستحق إتشلكة,0
مرضى طفلة ضاهرة,0
والله تفرجت على خاطر ضلم مش باهي إما فريمنت هايلة الحلقة لولا واو,2
ج أم بيان ل باسكت ات هند إلي يجب تيتروات,2
فوت طرب ج أيلي إن تونسية انشالله,2
برى الله يسترك يا سلومة و رضي أليك والديك,2
شنوا عملتنا بجه جديدة ل سليم رياحي نشالله يطلع رجل و يخدم ال كلوب افريكان و ميطلعش كل عتروس يزيد يدخل أمها في حيت كلوب تستحق رجل يشدها منتسحصوش ال فلوس,2
هالله ال موافق,2
تقاعد نيك بولبيار قال سكرو وزارة سياحة,0
بلد عيسج فيها كليب سرج إجتتس إحبست حسبي الله و نعمة الوكيل حكومة كليب و بوليس كليب دولة فيها برشة اقلب,0
مش متربية و جيب روحها صريحة قلة أحيا يزي عد كل انسان حر فرح,0
ثمة ثورة أخرى جاية لطحانة اثمة,0
ونتي يا سيد عداش من مرة طلعت ال جمال ما إشوفش هدبت مكانش تتعا رعبت ما تحشمش على روحك تعول مريض بسرطان ونتي مشيت أى باريس بش ترضي طفلة عد بنتك س إست هنتوكس,0
hhhhhhhhhhhhhhhh يسير blliiiiiiiiiiiiiiiiiiiiiiiddd,2
ههههه يا اوحيد يا لطفي,2
كل عام و إنت حي ب ألف خير,2
رغد يتفواذ مع ترجيت مذابين يكون في كلوب,1
ففي سليم ربي إمعك خويا,2
معد كن إنت تفهم في ديمقراطية و مصلحة اشعب,0
ربي يشفهاا اه ربي معهم لزوز شي يسخف,2
نشق لص الجرينس كامل هنا خوة خوة,2
إنس تحرص في ارواح وتونس تيخو في جيست نوبل لسلام,0
ل نحبك ل نصبر أليك هذي هي,0
بن علي وقتل هرب أعمل كيفك بضبط,2
ارفس انتما بال ملاين و نحن بطبيعتنا بطالة هنا نتفرجو ادني مع لكروز صحة لكم مش عيشو فيها انتما تونس نحن لبراينية ونتمى ولاد لبلاد تو جيتو ال تونس توا ولتو رلتهكمو,0
تحكي الى أتهميش تي شهرية صابر خليفة تشرح م انتصرنا تو فقط,0
ازاح عمللهم قيمة وكأنهم امثل ٩٠ مل مسلمين في تونس هل واهبين ال زبالة تونس دولة مسلمة سونيا ملكك و هل بهم يرجعوا لل سعودية,0
٢ ٠١ يخي مش زهروني هذي ال شوط مسروقة,0
أخي ليبيا جات تشكلكم سخفتكم اعطوها من فلوس بلد وعباد زيدو اخربه صدقوني روس فرجة رجل تكرموه مدخل عملة صعبة و بلد وقفة منكم رجعو ال فلوس ذربت في كندا و سويسرا,0
ما فماش صحة شريبتكم اليلة,2
اشتر دس بلتس بر فور أن اكب بس دس غجنلس يا سي تييييييت,0
سيبنى مل فوت و برى أعمل حاجة تنفعك و تنفع شعب ازولي معك والله دنيا فيها لموت يا سليم,0
عصبة لصرمك,0
ربي اكون في عونك يا سي سليم,2
بربي بربي علاش تكلموا في قربي ياخي أدق رجل بش تجيبوا لفريقي ولا يتكلم فال موسيقي ويحكي عملتلو قدر عليش يا يا سي سليم تكلم فيه أخطونا محل مسخين,0
نحبو ماتش إمتاع جمعية تعدهم تونسية,2
1er كومانتير هاني مرذة,0
راني نحبك خوية ربي يحفضك ياربي سنفرة,2
اش فما اش أملوا جديد,2
بربي ال إو افيان خير من صفية ولا صحتكم أهم ج أي أبل,2
كل اكسبيرينس كل تريبون فى دورمر فى,0
إنت سدهم ي معلم و نغرني منك المهم فرحنا بتقانة يمرق و مولود ف ١٨ سفب,2
هههه حقو يحط حياتي نرسمها بدمعة,0
نشالله ما تنسناش,2
هه جميلة منك ي أدمن قال بجبوج س ٨,2
استاذة عربية و أستاذ راشد تبركالله عليهم أما لبقية مهمش متع برنامجك ال بلمك كنت تنجم تشوف عباد خير و أقوى,2
بجاه ربي خرج شاكر رقيعي من ل كلوب رهو طلعلي السكر ملا بهيم حشاك,0
ربي معاك يا أختي ربي كبير وله,2
هه موتوا bi4aythikom هه,0
سليم بو عصبة ي منيك,0
ربي يظهر الحق,2
اجي كان محارب بنان أو تفاح كي زملة,0
ديمة معك,2
ربي معكك سلومة و حمد,2
اخدم على روحك حكومة مرضى بال تنبررررررر,2
برافو سليم ربي معك,2
ربي يرحم شهدا تونس ال ابرار,2
ماهلر ديمة مزيانة و منورة,2
برافو خويا أن تراث بن ترافيل أن انفتين دنس ل حم أرتي إن تونسية ات مم أو مند عربي أن تراث بل اكسبيرينس أى فيفري ج ركومندي أى توت ل مند سا انسيت أى رفلشر أى افير أن ريجارد برفسينل ج أي برتكمنت اسيه طس لص سكنريس سوف ق ال ي اى أن بيتت فوت كند أون شيست ق أون سيت كونتري أو بر ل فينمان ك إست كي ل هيرو أى لا فن ال إست تجرس بر س كي سي بس دنك ك إست أن شيكس كي ج طرفي انتل ميس ابرة سا ك إست أن تراث بن ترافيل فريمنت برافو أتيندر س نفي س ن اتيت بس سرتينمنت فسل ميس س كي إست انكر بلس دفسل ك إست د كونتنور أى إفلور أون كمبت سر فتره كرتفته بن كونتنوشن,2
كنت أحب هذا رجل لكن أصبحت أخاف منه لاني أحب نقذا أكثر منه,0
لتو مافهمت كيفاش إنت طبيب حاجة ميسدصهش لعقل,0
على كل بنتو عندها شك ب مليون هه,2
القرار هذا بش ابارك لبلاد وتتعطل الخدمات لمواطن كن حبوا احلو المشكلة كونترول لسيارات ال إدارية اشنو ماهو ارجعنا العهد إستعمال الخيول وجمل بربي يزونة مل غباء ملة في دول المتقدمة نحط سيارات الوظيفية وال إدارية بعد اثور كل شي واضح إلي يتمتع بسيارة من حقو أعلى خاطر اقدم خدمات للمؤسسة إلي يخدم فيها ولا تحبوه يستنى ياخذ تكسي ولا زينة وعزيزة بش يوصل ولا في بالكم مسؤول مش إعاني ومذيع عيلتو اتقوا الله شوفو الموظفين هما إلي مسالة أعليهم الأدات تتصس من شهرية ديركت إما الخواص عايشين ويلعب بالمليارات وميعتو لدولة شي وزيد مازال ال إمتياز الوحيد افقه للمسؤلين ملة بكرا تشوفو تونس وكل شي يحبس وتتعطل ال إدارة وجيبو جمعة امشيه والمواطن توا إيشوف يبدا يبكي بدلي ادموع دم وتذيع مصالح والمسؤول إقلق مالقيتش أعلاش نمشي ونجي فال وقت ويخدم قهوره و روح ومعادش اقدم حتى مجهود,0
معلم سلمة,2
برافو ات مرسي,2
إشقولك كن إحتك إنت إتشد البنك سنترال والله تعرف كيفاش حطين إبسيس اتو امشيه,2
ملاااا زبور أم فعيعيييبيي,2
محلاك خوخة لوف يو,2
